week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2026-01-05,PROD002,STORE012,113,0,31,82,0
2026-01-05,PROD003,STORE012,162,0,37,125,0
2026-01-05,PROD004,STORE012,96,0,23,73,0
2026-01-05,PROD005,STORE012,51,0,21,30,0
2026-01-05,PROD006,STORE012,47,0,13,34,0
2026-01-05,PROD007,STORE012,52,0,14,38,0
2026-01-05,PROD008,STORE012,47,0,10,37,0
2026-01-05,PROD009,STORE012,166,0,48,118,0
2026-01-05,PROD010,STORE012,174,0,59,115,0
2026-01-05,PROD011,STORE012,118,0,38,80,0
2026-01-05,PROD012,STORE012,165,0,50,115,0
2026-01-05,PROD013,STORE012,93,0,22,71,0
2026-01-05,PROD014,STORE012,63,0,15,48,0
2026-01-05,PROD015,STORE012,70,0,19,51,0
2026-01-05,PROD016,STORE012,49,0,15,34,0
2026-01-05,PROD017,STORE012,76,0,20,56,0
2026-01-05,PROD018,STORE012,80,0,21,59,0
2026-01-05,PROD019,STORE012,170,0,31,139,0
2026-01-05,PROD020,STORE012,71,0,16,55,0
2026-01-05,PROD001,STORE013,1005,0,193,812,0
2026-01-05,PROD002,STORE013,748,0,214,534,0
2026-01-05,PROD003,STORE013,1442,0,326,1116,0
2026-01-05,PROD004,STORE013,486,0,144,342,0
2026-01-05,PROD005,STORE013,237,0,81,156,0
2026-01-05,PROD006,STORE013,470,0,123,347,0
2026-01-05,PROD007,STORE013,488,0,122,366,0
2026-01-05,PROD008,STORE013,362,0,91,271,0
2026-01-05,PROD009,STORE013,1937,0,553,1384,0
2026-01-05,PROD010,STORE013,655,0,184,471,0
2026-01-05,PROD011,STORE013,764,0,178,586,0
2026-01-05,PROD012,STORE013,1125,0,333,792,0
2026-01-05,PROD013,STORE013,502,0,149,353,0
2026-01-05,PROD014,STORE013,592,0,135,457,0
2026-01-05,PROD015,STORE013,598,0,135,463,0
2026-01-05,PROD016,STORE013,377,0,98,279,0
2026-01-05,PROD017,STORE013,705,0,179,526,0
2026-01-05,PROD018,STORE013,578,0,171,407,0
2026-01-05,PROD019,STORE013,899,0,187,712,0
2026-01-05,PROD020,STORE013,385,0,135,250,0
2026-01-05,PROD001,STORE014,245,0,75,170,0
2026-01-05,PROD002,STORE014,396,0,77,319,0
2026-01-05,PROD003,STORE014,467,0,109,358,0
2026-01-05,PROD004,STORE014,307,0,66,241,0
2026-01-05,PROD005,STORE014,125,0,35,90,0
2026-01-05,PROD006,STORE014,100,0,31,69,0
2026-01-05,PROD007,STORE014,183,0,48,135,0
2026-01-05,PROD008,STORE014,131,0,43,88,0
2026-01-05,PROD009,STORE014,550,0,183,367,0
2026-01-05,PROD010,STORE014,341,0,84,257,0
2026-01-05,PROD011,STORE014,228,0,64,164,0
2026-01-05,PROD012,STORE014,387,0,94,293,0
2026-01-05,PROD013,STORE014,238,0,50,188,0
2026-01-05,PROD014,STORE014,178,0,49,129,0
2026-01-05,PROD015,STORE014,166,0,45,121,0
2026-01-05,PROD016,STORE014,156,0,45,111,0
2026-01-05,PROD017,STORE014,240,0,67,173,0
2026-01-05,PROD018,STORE014,262,0,60,202,0
2026-01-05,PROD019,STORE014,208,0,66,142,0
2026-01-05,PROD020,STORE014,166,0,46,120,0
2026-01-05,PROD001,STORE015,108,0,27,81,0
2026-01-05,PROD002,STORE015,125,0,34,91,0
2026-01-05,PROD003,STORE015,149,0,35,114,0
2026-01-05,PROD004,STORE015,85,0,21,64,0
2026-01-05,PROD005,STORE015,45,0,17,28,0
2026-01-05,PROD006,STORE015,83,0,16,67,0
2026-01-05,PROD007,STORE015,60,0,16,44,0
2026-01-05,PROD008,STORE015,48,0,9,39,0
2026-01-05,PROD009,STORE015,262,0,69,193,0
2026-01-05,PROD010,STORE015,148,0,32,116,0
2026-01-05,PROD011,STORE015,89,0,22,67,0
2026-01-05,PROD012,STORE015,174,0,46,128,0
2026-01-05,PROD013,STORE015,67,0,19,48,0
2026-01-05,PROD014,STORE015,77,0,18,59,0
2026-01-05,PROD015,STORE015,72,0,17,55,0
2026-01-05,PROD016,STORE015,56,0,19,37,0
2026-01-05,PROD017,STORE015,123,0,25,98,0
2026-01-05,PROD018,STORE015,130,0,29,101,0
2026-01-05,PROD019,STORE015,99,0,26,73,0
2026-01-05,PROD020,STORE015,86,0,17,69,0
2026-01-05,PROD001,STORE016,236,0,73,163,0
2026-01-05,PROD002,STORE016,255,0,56,199,0
2026-01-05,PROD003,STORE016,462,0,121,341,0
2026-01-05,PROD004,STORE016,172,0,98,74,0
2026-01-05,PROD005,STORE016,132,0,27,105,0
2026-01-05,PROD006,STORE016,148,0,55,93,0
2026-01-05,PROD007,STORE016,201,0,41,160,0
2026-01-05,PROD008,STORE016,98,0,23,75,0
2026-01-05,PROD009,STORE016,570,0,184,386,0
2026-01-05,PROD010,STORE016,269,0,89,180,0
2026-01-05,PROD011,STORE016,242,0,66,176,0
2026-01-05,PROD012,STORE016,364,0,99,265,0
2026-01-05,PROD013,STORE016,181,0,50,131,0
2026-01-05,PROD014,STORE016,221,0,45,176,0
2026-01-05,PROD015,STORE016,138,0,44,94,0
2026-01-05,PROD016,STORE016,176,0,33,143,0
2026-01-05,PROD017,STORE016,234,0,51,183,0
2026-01-05,PROD018,STORE016,219,0,58,161,0
2026-01-05,PROD019,STORE016,334,0,89,245,0
2026-01-05,PROD020,STORE016,207,0,49,158,0
2026-01-05,PROD001,STORE017,357,0,78,279,0
2026-01-05,PROD002,STORE017,395,0,75,320,0
2026-01-05,PROD003,STORE017,458,0,96,362,0
2026-01-05,PROD004,STORE017,253,0,54,199,0
2026-01-05,PROD005,STORE017,127,0,35,92,0
2026-01-05,PROD006,STORE017,187,0,39,148,0
2026-01-05,PROD007,STORE017,170,0,50,120,0
2026-01-05,PROD008,STORE017,112,0,26,86,0
2026-01-05,PROD009,STORE017,665,0,277,388,0
2026-01-05,PROD010,STORE017,289,0,63,226,0
2026-01-05,PROD011,STORE017,243,0,55,188,0
2026-01-05,PROD012,STORE017,460,0,111,349,0
2026-01-05,PROD013,STORE017,177,0,82,95,0
2026-01-05,PROD014,STORE017,154,0,49,105,0
2026-01-05,PROD015,STORE017,149,0,39,110,0
2026-01-05,PROD016,STORE017,126,0,38,88,0
2026-01-05,PROD017,STORE017,209,0,58,151,0
2026-01-05,PROD018,STORE017,264,0,70,194,0
2026-01-05,PROD019,STORE017,377,0,79,298,0
2026-01-05,PROD020,STORE017,208,0,45,163,0
2026-01-05,PROD001,STORE018,779,0,443,336,0
2026-01-05,PROD002,STORE018,862,0,209,653,0
2026-01-05,PROD003,STORE018,915,0,253,662,0
2026-01-05,PROD004,STORE018,803,0,180,623,0
2026-01-05,PROD005,STORE018,446,0,85,361,0
2026-01-05,PROD006,STORE018,514,0,104,410,0
2026-01-05,PROD007,STORE018,490,0,152,338,0
2026-01-05,PROD008,STORE018,366,0,73,293,0
2026-01-05,PROD009,STORE018,1951,0,451,1500,0
2026-01-05,PROD010,STORE018,786,0,249,537,0
2026-01-05,PROD011,STORE018,690,0,169,521,0
2026-01-05,PROD012,STORE018,1268,0,577,691,0
2026-01-05,PROD013,STORE018,747,0,163,584,0
2026-01-05,PROD014,STORE018,487,0,130,357,0
2026-01-05,PROD015,STORE018,517,0,117,400,0
2026-01-05,PROD016,STORE018,598,0,127,471,0
2026-01-05,PROD017,STORE018,695,0,133,562,0
2026-01-05,PROD018,STORE018,519,0,162,357,0
2026-01-05,PROD019,STORE018,905,0,227,678,0
2026-01-05,PROD020,STORE018,335,0,152,183,0
2026-01-05,PROD001,STORE019,114,0,25,89,0
2026-01-05,PROD002,STORE019,144,0,29,115,0
2026-01-05,PROD003,STORE019,149,0,39,110,0
2026-01-05,PROD004,STORE019,97,0,39,58,0
2026-01-05,PROD005,STORE019,41,0,12,29,0
2026-01-05,PROD006,STORE019,82,0,16,66,0
2026-01-05,PROD007,STORE019,71,0,18,53,0
2026-01-05,PROD008,STORE019,59,0,12,47,0
2026-01-05,PROD009,STORE019,309,0,75,234,0
2026-01-05,PROD010,STORE019,83,0,28,55,0
2026-01-05,PROD011,STORE019,127,0,40,87,0
2026-01-05,PROD012,STORE019,172,0,50,122,0
2026-01-05,PROD013,STORE019,69,0,17,52,0
2026-01-05,PROD014,STORE019,94,0,21,73,0
2026-01-05,PROD015,STORE019,56,0,13,43,0
2026-01-05,PROD016,STORE019,52,0,13,39,0
2026-01-05,PROD017,STORE019,126,0,25,101,0
2026-01-05,PROD018,STORE019,152,0,29,123,0
2026-01-05,PROD019,STORE019,134,0,34,100,0
2026-01-05,PROD020,STORE019,62,0,18,44,0
2026-01-05,PROD001,STORE020,104,0,34,70,0
2026-01-05,PROD002,STORE020,147,0,35,112,0
2026-01-05,PROD003,STORE020,193,0,36,157,0
2026-01-05,PROD004,STORE020,76,0,19,57,0
2026-01-05,PROD005,STORE020,56,0,13,43,0
2026-01-05,PROD006,STORE020,60,0,16,44,0
2026-01-05,PROD007,STORE020,68,0,21,47,0
2026-01-05,PROD008,STORE020,57,0,12,45,0
2026-01-05,PROD009,STORE020,209,0,105,104,0
2026-01-05,PROD010,STORE020,156,0,37,119,0
2026-01-05,PROD011,STORE020,128,0,32,96,0
2026-01-05,PROD012,STORE020,201,0,56,145,0
2026-01-05,PROD013,STORE020,65,0,24,41,0
2026-01-05,PROD014,STORE020,101,0,24,77,0
2026-01-05,PROD015,STORE020,83,0,15,68,0
2026-01-05,PROD016,STORE020,79,0,16,63,0
2026-01-05,PROD017,STORE020,96,0,18,78,0
2026-01-05,PROD018,STORE020,82,0,46,36,0
2026-01-05,PROD019,STORE020,156,0,34,122,0
2026-01-05,PROD020,STORE020,60,0,14,46,0
2026-01-05,PROD001,STORE021,197,0,89,108,0
2026-01-05,PROD002,STORE021,242,0,72,170,0
2026-01-05,PROD003,STORE021,460,0,121,339,0
2026-01-05,PROD004,STORE021,198,0,50,148,0
2026-01-05,PROD005,STORE021,163,0,37,126,0
2026-01-05,PROD006,STORE021,108,0,33,75,0
2026-01-05,PROD007,STORE021,279,0,54,225,0
2026-01-05,PROD008,STORE021,89,0,27,62,0
2026-01-05,PROD009,STORE021,589,0,355,234,0
2026-01-05,PROD010,STORE021,361,0,84,277,0
2026-01-05,PROD011,STORE021,277,0,67,210,0
2026-01-05,PROD012,STORE021,371,0,95,276,0
2026-01-05,PROD013,STORE021,250,0,59,191,0
2026-01-05,PROD014,STORE021,170,0,63,107,0
2026-01-05,PROD015,STORE021,147,0,37,110,0
2026-01-05,PROD016,STORE021,209,0,42,167,0
2026-01-05,PROD017,STORE021,199,0,49,150,0
2026-01-05,PROD018,STORE021,222,0,51,171,0
2026-01-05,PROD019,STORE021,224,0,68,156,0
2026-01-05,PROD020,STORE021,164,0,44,120,0
2026-01-05,PROD001,STORE022,552,0,233,319,0
2026-01-05,PROD002,STORE022,454,0,108,346,0
2026-01-05,PROD003,STORE022,764,0,163,601,0
2026-01-05,PROD004,STORE022,359,0,77,282,0
2026-01-05,PROD005,STORE022,194,0,68,126,0
2026-01-05,PROD006,STORE022,219,0,55,164,0
2026-01-05,PROD007,STORE022,319,0,66,253,0
2026-01-05,PROD008,STORE022,222,0,40,182,0
2026-01-05,PROD009,STORE022,1063,0,259,804,0
2026-01-05,PROD010,STORE022,711,0,142,569,0
2026-01-05,PROD011,STORE022,516,0,101,415,0
2026-01-05,PROD012,STORE022,714,0,199,515,0
2026-01-05,PROD013,STORE022,240,0,73,167,0
2026-01-05,PROD014,STORE022,364,0,72,292,0
2026-01-05,PROD015,STORE022,319,0,75,244,0
2026-01-05,PROD016,STORE022,355,0,68,287,0
2026-01-05,PROD017,STORE022,335,0,95,240,0
2026-01-05,PROD018,STORE022,553,0,127,426,0
2026-01-05,PROD019,STORE022,496,0,131,365,0
2026-01-05,PROD020,STORE022,329,0,84,245,0
2026-01-05,PROD001,STORE023,839,0,168,671,0
2026-01-05,PROD002,STORE023,993,0,203,790,0
2026-01-05,PROD003,STORE023,1277,0,336,941,0
2026-01-05,PROD004,STORE023,579,0,156,423,0
2026-01-05,PROD005,STORE023,332,0,118,214,0
2026-01-05,PROD006,STORE023,326,0,91,235,0
2026-01-05,PROD007,STORE023,631,0,146,485,0
2026-01-05,PROD008,STORE023,446,0,102,344,0
2026-01-05,PROD009,STORE023,1471,0,479,992,0
2026-01-05,PROD010,STORE023,950,0,251,699,0
2026-01-05,PROD011,STORE023,557,0,143,414,0
2026-01-05,PROD012,STORE023,1601,0,343,1258,0
2026-01-05,PROD013,STORE023,658,0,136,522,0
2026-01-05,PROD014,STORE023,467,0,116,351,0
2026-01-05,PROD015,STORE023,412,0,118,294,0
2026-01-05,PROD016,STORE023,281,0,97,184,0
2026-01-05,PROD017,STORE023,541,0,148,393,0
2026-01-05,PROD018,STORE023,744,0,182,562,0
2026-01-05,PROD019,STORE023,869,0,208,661,0
2026-01-05,PROD020,STORE023,559,0,108,451,0
2026-01-05,PROD001,STORE024,442,0,140,302,0
2026-01-05,PROD002,STORE024,568,0,120,448,0
2026-01-05,PROD003,STORE024,639,0,140,499,0
2026-01-05,PROD004,STORE024,395,0,87,308,0
2026-01-05,PROD005,STORE024,257,0,57,200,0
2026-01-05,PROD006,STORE024,241,0,59,182,0
2026-01-05,PROD007,STORE024,314,0,112,202,0
2026-01-05,PROD008,STORE024,209,0,60,149,0
2026-01-05,PROD009,STORE024,1014,0,242,772,0
2026-01-05,PROD010,STORE024,417,0,141,276,0
2026-01-05,PROD011,STORE024,406,0,108,298,0
2026-01-05,PROD012,STORE024,698,0,181,517,0
2026-01-05,PROD013,STORE024,236,0,67,169,0
2026-01-05,PROD014,STORE024,318,0,75,243,0
2026-01-05,PROD015,STORE024,293,0,157,136,0
2026-01-05,PROD016,STORE024,187,0,55,132,0
2026-01-05,PROD017,STORE024,289,0,86,203,0
2026-01-05,PROD018,STORE024,580,0,217,363,0
2026-01-05,PROD019,STORE024,512,0,118,394,0
2026-01-05,PROD020,STORE024,358,0,71,287,0
2026-01-05,PROD001,STORE025,505,0,119,386,0
2026-01-05,PROD002,STORE025,472,0,117,355,0
2026-01-05,PROD003,STORE025,630,0,143,487,0
2026-01-05,PROD004,STORE025,457,0,89,368,0
2026-01-05,PROD005,STORE025,151,0,46,105,0
2026-01-05,PROD006,STORE025,185,0,49,136,0
2026-01-05,PROD007,STORE025,240,0,96,144,0
2026-01-05,PROD008,STORE025,239,0,51,188,0
2026-01-05,PROD009,STORE025,1176,0,276,900,0
2026-01-05,PROD010,STORE025,526,0,125,401,0
2026-01-05,PROD011,STORE025,477,0,100,377,0
2026-01-05,PROD012,STORE025,566,0,166,400,0
2026-01-05,PROD013,STORE025,230,0,76,154,0
2026-01-05,PROD014,STORE025,267,0,80,187,0
2026-01-05,PROD015,STORE025,299,0,68,231,0
2026-01-05,PROD016,STORE025,237,0,85,152,0
2026-01-05,PROD017,STORE025,296,0,101,195,0
2026-01-05,PROD018,STORE025,551,0,119,432,0
2026-01-05,PROD019,STORE025,495,0,221,274,0
2026-01-05,PROD020,STORE025,236,0,102,134,0
2026-01-05,PROD001,STORE026,822,0,198,624,0
2026-01-05,PROD002,STORE026,838,0,205,633,0
2026-01-05,PROD003,STORE026,1118,0,267,851,0
2026-01-05,PROD004,STORE026,641,0,309,332,0
2026-01-05,PROD005,STORE026,264,0,80,184,0
2026-01-05,PROD006,STORE026,396,0,113,283,0
2026-01-05,PROD007,STORE026,542,0,142,400,0
2026-01-05,PROD008,STORE026,337,0,134,203,0
2026-01-05,PROD009,STORE026,1873,0,421,1452,0
2026-01-05,PROD010,STORE026,890,0,213,677,0
2026-01-05,PROD011,STORE026,669,0,171,498,0
2026-01-05,PROD012,STORE026,1472,0,278,1194,0
2026-01-05,PROD013,STORE026,511,0,127,384,0
2026-01-05,PROD014,STORE026,695,0,151,544,0
